,Last Date of Month,Returns_JPN,Returns_SWE,Returns_CHE,Returns_GBR,Returns_BEL,Returns_FRA,Returns_DEU,Returns_ITA,Returns_NLD,Portfolio_Returns
0,2012-07-31,-3.4180671660186768,-1.3307055072784424,-0.0893423939704895,0.35543472010040283,0.20631641951084137,-0.08341502341747284,-0.2543114194583893,-0.03651749658703804,-0.08011496755599976,-0.5256358705194738
1,2012-08-31,-3.854338528704834,-1.5562501682281493,-0.23267668237686157,0.20409751030864715,0.3192990300426483,0.2593984184036255,-0.11336524512672425,-0.10993048276805878,-0.07004838910007477,-0.5726460597277535
2,2012-09-30,-4.212371914172364,-1.4824700193405151,-0.21403178127365113,0.30796527418823244,0.13900161000442504,0.04431249039721489,-0.0659826376800537,-0.263553617275238,0.06469068142127991,-0.631382212636741
3,2012-10-31,-4.293845088800049,-1.4340375137329102,-0.41348387198448183,0.38956350534706113,0.06065629137969017,0.0006655873200893403,0.14762990264511108,-0.2900251290359497,0.17844711331939697,-0.6282699115046714
4,2012-11-30,-4.102348455731201,-1.5716481740951538,-0.31781425375938416,0.4447949673793793,0.037203000758886336,0.1122349257516861,-0.03182450878143311,-0.22617414044857026,-0.042843027139902116,-0.6331577406739659
5,2012-12-31,-4.053523463360595,-1.4827128984451294,-0.387516964842453,0.20804727428455352,0.1016100396347046,0.10391323761463166,-0.004859410883784294,-0.20287467046260835,-0.1342535863685608,-0.6502411603143602
6,2013-01-31,-3.9958910748321532,-1.2400413558959962,-0.35105125231742856,0.2403802588388443,0.10291851050949097,-0.07086859159374237,-0.04031037800216675,-0.3721141170730591,0.03371602408385277,-0.632584664031373
7,2013-02-28,-3.7550082168182373,-1.3874129558563233,-0.10604829306158066,0.1951423559343338,-0.03026524113678932,0.1747985079679489,-0.005706900006175041,-0.4700228825416565,-0.03215522246623039,-0.6018532053316344
8,2013-03-31,-3.869433098220825,-1.467628886795044,-0.4086709164619446,0.4124600172721863,0.26201875873947145,-0.03598906106209755,0.09221437939548492,-0.534633200679779,-0.10829613736724854,-0.6286620161310885
9,2013-04-30,-4.150231350628662,-1.51976544380188,-0.22424171304702759,0.26770605808906556,0.08596645759201049,0.10181488560295104,-0.2549141748085022,-0.40475148989105225,0.15759028957939147,-0.6600918312570784
10,2013-05-31,-4.344808567730713,-1.5610278818130494,-0.40339327133628844,0.1770218637430191,-0.07529153386306763,0.4219515725021362,0.013625932017445564,-0.3517099217529297,-0.16057511130523683,-0.698245213282076
11,2013-06-30,-4.12174639350586,-1.355481962966919,-0.2805862949848175,0.23365144547519684,0.17138488442611693,0.015178451696157455,-0.06969438641357421,-0.49737738220977784,-0.0217888556330204,-0.6584956104573885
12,2013-07-31,-3.8323414295959473,-1.3760550025939942,-0.24273885040283202,0.21210834403095247,0.17287494815444945,-0.06165072121167183,-0.06113631450080872,-0.36606959425354,0.05653612516379356,-0.6109413883566222
13,2013-08-31,-3.980602943496704,-1.5244341760635376,-0.35909355024154666,0.14150563147907258,0.1948175983581543,0.11150852908229827,-0.09325105379486084,-0.34147805403137205,0.02681039963698387,-0.6471352910079458
14,2013-09-30,-4.143700427703857,-1.379505174446106,-0.35902603754997253,0.2468503334247589,-0.0017518314949870111,0.04062590771842003,-0.02650712592971325,-0.44278566888046267,-0.12113231769275665,-0.6874369269505195
15,2013-10-31,-4.132811605224609,-1.3784590797424316,-0.4311949824196625,0.22901921142215728,0.08947775992584228,0.13232445451450348,-0.01923950095641613,-0.5705928978042603,0.1273400756998062,-0.6615707293983412
16,2013-11-30,-3.8453264961242675,-1.3266185359954834,-0.3590114866733551,0.3278732895713806,0.08249115101432801,0.1482378607187271,-0.07150337942504882,-0.4125321889724731,-0.10413391240501403,-0.6178359664768007
17,2013-12-31,-3.845165358352661,-1.3426079195022582,-0.4309602850437164,0.27409251565704346,0.0968170414352417,0.015185690172910691,-0.07091910143852234,-0.44467553993225095,-0.12400569518566132,-0.6524709613544305
18,2014-01-31,-3.9392109642028807,-1.2884224067687988,-0.4182319674855042,0.20643525468654633,0.17691935232162476,-0.036493919731378555,-0.07327245542526245,-0.4668120629501343,0.031579680799245835,-0.6452788320840601
19,2014-02-28,-3.9103909323883057,-1.4462762651443481,-0.15602972737602233,0.22503610945911406,0.051017949521780015,0.13270422646427155,-0.019744053318858146,-0.44531546702957153,-0.05958283489918709,-0.6253978883012364
20,2014-03-31,-3.928356590194702,-1.3647907386779785,-0.5795238379478455,0.43393535814933776,0.2791046690196991,-0.28896586187171935,-0.03457547314453125,-0.5366047132759094,-0.13112292774009704,-0.683433346187083
21,2014-04-30,-4.135530176086426,-1.5358416946411133,-0.45424096363349914,0.21780000335788727,0.04583097192931175,0.09308813083457947,-0.0805601073474884,-0.5608516825408936,0.22517886328983308,-0.6872362949819787
22,2014-05-31,-4.217023445129395,-1.1570520811080933,-0.33612866821372983,0.07768955466327668,-0.19612237248039247,0.2711643632926941,0.058410113719940183,-0.8422200623474121,0.06736587551021576,-0.6971018580103219
23,2014-06-30,-3.8251851329803466,-1.3400841304779052,-0.34497857127189635,0.2830681174331665,0.12338267196273804,0.1412599973783493,-0.23520712624931336,-0.6271810687675476,-0.03939633514428139,-0.6515912864574486
24,2014-07-31,-3.776296244430542,-1.3159308660507203,-0.4043176309585571,0.26880727846946717,0.1830607705116272,-0.0035923406183719633,-0.07066896033287048,-0.44583290290832517,0.021344514220952987,-0.6159362646774823
