,Last Date of Month,Log-nominal USD to CAN,Log-nominal USD to JPN,Log-nominal USD to SWE,Log-nominal USD to CHE,Log-nominal USD to GBR,Log-nominal USD to BEL,Log-nominal USD to FRA,Log-nominal USD to DEU,Log-nominal USD to ITA,Log-nominal USD to NLD,Nominal Diff USD to CAN,Nominal Diff USD to JPN,Nominal Diff USD to SWE,Nominal Diff USD to CHE,Nominal Diff USD to GBR,Nominal Diff USD to BEL,Nominal Diff USD to FRA,Nominal Diff USD to DEU,Nominal Diff USD to ITA,Nominal Diff USD to NLD,Real Chg to 12-M Avg USD to CAN,Real Chg to 12-M Avg USD to JPN,Real Chg to 12-M Avg USD to SWE,Real Chg to 12-M Avg USD to CHE,Real Chg to 12-M Avg USD to GBR,Real Chg to 12-M Avg USD to BEL,Real Chg to 12-M Avg USD to FRA,Real Chg to 12-M Avg USD to DEU,Real Chg to 12-M Avg USD to ITA,Real Chg to 12-M Avg USD to NLD,USA INFL,CAN INFL,JPN INFL,SWE INFL,CHE INFL,GBR INFL,BEL INFL,FRA INFL,DEU INFL,ITA INFL,NLD INFL,USA IR,CAN IR,JPN IR,SWE IR,CHE IR,GBR IR,BEL IR,FRA IR,DEU IR,ITA IR,NLD IR
80,1997-03-31,-0.3166338944015487,-4.810343637900756,-2.0347317912875513,-0.38076249546779256,0.475985700923283,-3.5542045507873348,-1.7431642860485943,-0.5274467247822268,-7.433199528059703,-0.6455837636283357,-0.012389733650789547,0.0015325399085330815,-0.03231979309007604,-0.006375342930489636,-0.009891277478742633,-0.011507606851479668,-0.010871775654086813,-0.01181268002393121,-0.021643240248539364,-0.013673892539579846,-0.041516559613716864,0.19646799263229386,0.29673967165195925,-0.241866858844196,0.19615131467985672,-0.4753218785684319,-0.06970708053879471,-0.30420902719432696,0.07316935766520061,0.42145965694956883,0.2506266,0.1109878,0.1,0.4072682,-0.1438429,0.2,-0.4575707,0.07744934,0.0,0.28463,0.7616037,5.53,3.2175,0.374,4.13,1.7763,6.30413,3.45,3.3646,3.26,7.43,3.2
81,1997-04-30,-0.33232077407016136,-4.833402368230996,-2.040466798273516,-0.37966855306415426,0.4881504747267723,-3.5647324613710536,-1.7521866941082318,-0.5376038647985957,-7.435154793869161,-0.6552376074867251,-0.015686879668612652,-0.02305873033024053,-0.005735006985964741,0.0010939424036383039,0.012164773803489293,-0.010527910583718825,-0.009022408059637499,-0.010157140016368915,-0.001955265809458595,-0.00965384385838941,-0.020775430996004984,1.456769826416017,0.3004738209793314,0.1572808872922623,0.24311089004274522,0.26960670399369446,0.02631962274221289,-0.026565853352223057,0.03298620937751462,-0.15103152675211973,0.125,0.0,2.0,0.49922,0.09628961,0.4,-0.02785903,0.0386947,-0.120773,0.09460738,0.1140901,5.71,3.460454,0.374,4.03,1.7685,6.45437,3.26,3.3996,3.23,7.13,3.2
82,1997-05-31,-0.32237331224171134,-4.780738994209335,-2.0393484481133917,-0.3598399300818888,0.4899287980530055,-3.5607619513334936,-1.7488867623226605,-0.5334478018022704,-7.429123137599477,-0.6509179463422087,0.009947461828450022,0.052663374021661546,0.001118350160124404,0.019828622982265454,0.0017783233262331777,0.003970510037559993,0.0032999317855713084,0.004156062996325316,0.006031656269684049,0.004319661144516429,0.20514006132942902,-0.3724204807623055,-0.1313309455552385,-0.01119952721061035,0.23873065348531852,0.4299493931638003,0.22185178517050197,0.3676915086587605,0.2328163355766355,0.026534206143547623,-0.06242197,0.1108647,0.2,0.007761565,-0.3111868,0.4,0.1532674,0.1418257,0.241838,0.2835539,0.2279202,5.7,3.321905,0.374,4.09,1.5344,6.53214,3.24,3.4778,3.17,6.83,3.22
83,1997-06-30,-0.3251945967115523,-4.738701453612606,-2.0477702597233707,-0.36630839290697037,0.4976795920959754,-3.573749146860305,-1.7628969245429538,-0.5467910441985994,-7.435166596551911,-0.6646448200872331,-0.002821284469840979,0.04203754059672882,-0.008421811609979013,-0.006468462825081567,0.007750794042969911,-0.01298719552681149,-0.014010162220293276,-0.013343242396329003,-0.0060434589524334115,-0.01372687374502446,0.04971407429625593,-0.7501757715949608,-0.14869993601994458,0.0784799724440341,-0.18999528619594253,-0.0002627403386870064,-0.14800216755167162,-0.029868863932110856,-0.19049410387839494,-0.5062894521151776,0.1249219,0.2214839,0.0,0.1319364,0.1004584,0.2,0.1669449,-0.02574997,0.1206273,0.0,-0.4832291,5.66,3.265238,0.374,4.05,1.2292,6.66462,3.27,3.4323,3.14,6.88,3.23
84,1997-07-31,-0.3202702620449325,-4.748195493442646,-2.0565310900967297,-0.3936623959890129,0.5124642804344992,-3.6119984097779785,-1.8002400736976458,-0.5843920207229079,-7.465031188679234,-0.7031470151382787,0.004924334666619845,-0.009494039830039824,-0.008760830373359063,-0.027354003082042555,0.01478468833852381,-0.03824926291767339,-0.03734314915469206,-0.037600976524308494,-0.029864592127323064,-0.038502195051045573,-0.17078449504553384,-0.38799426968778317,-0.24415323578556558,-0.08496777966305558,-0.3832373664266609,0.33812696954594745,-0.2164568201765591,0.349568078185018,-0.17878627106902734,0.21150018871762793,0.1247661,0.0,-0.4,-0.189893,-0.1087115,-0.2,0.8055556,-0.128783,0.8433735,0.0,0.3284776,5.6,3.531818,0.374,4.06,1.4212,7.04144,3.43,3.3907,3.14,6.89,3.25
85,1997-08-31,-0.32966339469188255,-4.770086988289617,-2.078015525401757,-0.41396223836211066,0.47218874015107243,-3.6378492830011573,-1.8247105693677408,-0.6097655716208943,-7.493940662517282,-0.7279832953954025,-0.009393132646950075,-0.021891494846971504,-0.021484435305027194,-0.020299842373097732,-0.04027554028342678,-0.025850873223178805,-0.02447049567009496,-0.02537355089798643,-0.028909473838048427,-0.02483628025712381,-0.04616507687576016,0.1408597234920066,-0.00047822032780420187,0.0855856707239207,0.20336326925722337,-0.2669380364546763,0.15330040983503945,-0.3125146927734271,-0.007775306601138787,0.16111938147823546,0.1869159,0.1104972,0.1,0.05824112,0.2203007,0.4,0.1928906,0.2578981,0.1194743,0.09425071,0.2704626,5.6,3.638,0.374,4.17,1.3781,7.24349,3.61,3.4274,3.26,6.87,3.42
86,1997-09-30,-0.3272873270441403,-4.794881041213901,-2.0397517185116554,-0.38539844595785017,0.47081579934629403,-3.607669398688393,-1.7922760024684554,-0.5800904582676486,-7.463489256717416,-0.6989304253156726,0.0023760676477422304,-0.024794052924283605,0.03826380689010156,0.02856379240426049,-0.0013729408047783997,0.030179884312764305,0.032434566899285366,0.029675113353245686,0.030451405799865938,0.029052870079729898,-0.10032286578382194,0.48089666643482154,0.6211652194917252,-0.08818153318819233,0.05704939270233883,-0.6674509681992169,0.028527246042825416,-0.5306761747304984,-0.019921284079438273,0.34575175330077856,0.2487562,0.0,0.7,0.9313155,-0.001976371,0.3,-0.4262926,0.1800643,-0.2386635,0.09416196,0.8943782,5.6,3.626667,0.374,4.11,1.3182,7.29687,3.59,3.4098,3.31,6.67,3.43
87,1997-10-31,-0.3270710406801524,-4.7962904206383925,-2.02505135159408,-0.37266639635677823,0.49041881398832804,-3.590990953294811,-1.7741723858010037,-0.5638923447026829,-7.4507130900214165,-0.6830968447064438,0.00021628636398790535,-0.001409379424491597,0.01470036691757537,0.012732049601071938,0.01960301464203401,0.016678445393581764,0.01810361666745175,0.0161981135649657,0.012776166695999791,0.015833580609228792,-0.05609815320809408,-0.09607290392442192,-0.28136322642491574,-0.0699898191311984,-0.1742576038402368,0.06957079169997593,-0.17754515325527032,-0.039526586505607586,0.12380845639728744,-0.32257926290060435,0.248139,0.0,0.3,0.06920415,0.00746644,0.1,-0.01381025,-0.05135448,-0.1196172,0.2822201,0.09849444,5.65,3.799546,0.374,4.23,1.7337,7.35615,3.82,3.5904,3.58,6.65,3.58
88,1997-11-30,-0.34557355086755853,-4.831362684535208,-2.022805050438119,-0.34138870240103053,0.5240774294417386,-3.576270509731282,-1.757875158783053,-0.5494500053027581,-7.436664406138398,-0.6690593850308554,-0.018502510187406118,-0.03507226389681506,0.002246301155961028,0.0312776939557477,0.03365861545341059,0.014720443563529084,0.016297227017950666,0.014442339399924786,0.014048683883018498,0.014037459675588448,0.12103941532972518,-0.6169654424060402,-0.2303608335901679,0.2104622161708558,0.10252594184961838,0.5439138541735469,0.2922071435677849,0.3413403574549384,0.3452060181540135,-0.0813219400131982,-0.06188119,-0.1103753,-0.7,-0.1652067,-0.02953415,0.0,0.2624309,0.1669878,0.0,0.3752345,0.04217037,5.74,3.994737,0.374,4.31,1.9156,7.62617,3.77,3.6873,3.74,6.49,3.75
89,1997-12-31,-0.35564441312420847,-4.865486971184347,-2.0538288184174385,-0.364156884286488,0.506636863144536,-3.6041382256588457,-1.7840968528927095,-0.5759389796544043,-7.463856326017338,-0.6956939348265212,-0.010070862256649937,-0.03412428664913936,-0.031023767979319494,-0.022768181885457484,-0.017440566297202587,-0.02786771592756354,-0.026221694109656468,-0.02648897435164621,-0.027191919878940318,-0.02663454979566582,0.09489082509976454,0.11020499093496916,0.12335980173244132,0.17975643006161093,0.24423776428633515,-0.007003949430532064,0.12824890959954627,0.3313531335655442,-0.0879513152916207,-0.12139954663858121,-0.123839,-0.1104972,-0.2,-0.05002886,0.04876222,0.2,-0.08265601,0.0512952,0.239521,0.0,-0.309119,5.8,4.567143,0.374,4.42,1.5714,7.7179,3.64,3.6906,3.74,6.08,3.69
90,1998-01-31,-0.3652679183567514,-4.864047609253412,-2.081851136273634,-0.3885223873778525,0.49164280434921676,-3.6254070311583626,-1.8055308733119728,-0.5969115726791195,-7.488780246155059,-0.7164730058634421,-0.009623505232542906,0.001439361930934524,-0.028022317856195578,-0.024365503091364482,-0.014994058795319287,-0.02126880549951693,-0.021434020419263344,-0.020972593024715214,-0.024923920137720934,-0.020779071036920893,0.24668387909275466,0.03701888240424278,-0.7797598778972366,-0.2406572693560622,-0.6017088246292805,-0.2968674689755324,-0.48676577498272766,-0.2885509834670255,-0.1497414833847941,-0.3451582172898361,0.1859888,0.5530974,-0.1,-0.9548745,-0.03677338,-0.5,-0.0413622,-0.3076134,0.0,0.2803738,-0.3382664,5.54,4.651905,0.374,4.41,1.2281,7.5854,3.48,3.6184,3.57,6.09,3.48
91,1998-02-28,-0.3600492445776818,-4.835103435048383,-2.0884384478710936,-0.3805574724019796,0.49518392777603387,-3.6222053208459437,-1.804083218916887,-0.5945967568306683,-7.4890095430256025,-0.7145172062961379,0.005218673779069594,0.02894417420502915,-0.006587311597459511,0.007964914975872872,0.0035411234268171166,0.003201710312418893,0.0014476543950858733,0.0023148158484512793,-0.00022929687054329406,0.001955799567304184,-0.1769672525581346,-0.049936563219668884,0.1300748063162951,-0.028007637713206246,0.19431692935277156,0.07126954170844035,0.22477836279030305,-0.029034720442604245,-0.01857130462626877,0.48425410936589564,0.1856436,0.110011,-0.1,-0.1321723,0.1227695,0.3,0.2068966,0.3728465,0.2389486,0.2795899,0.5656909,5.54,4.9775,0.374,4.33,0.9594,7.54395,3.55,3.5686,3.51,6.13,3.44
92,1998-03-31,-0.3482596343373852,-4.860450185432205,-2.0753958689710856,-0.39884323179927744,0.5079615261513404,-3.629660094453965,-1.8124930356149618,-0.602784740479554,-7.495025143699375,-0.7226088907095644,0.011789610240296566,-0.025346750383821615,0.013042578900007928,-0.01828575939729782,0.01277759837530651,-0.00745477360802127,-0.008409816698074835,-0.008187983648885733,-0.006015600673772603,-0.008091684413426448,-0.1378323685801125,0.32642795781246203,0.47039934873418554,-0.08706492793957432,0.2767098400591434,-0.1688533456345409,0.08448750699964558,-0.16345185048310684,-0.00452339940602986,0.47292737691348363,0.1852996,0.1098901,0.4,0.1518101,-0.07381263,0.3,-0.1651755,0.1665172,-0.1191895,0.2788104,0.8297005,5.58,4.874091,0.374,4.48,1.0653,7.56676,3.64,3.5694,3.52,5.62,3.45
93,1998-04-30,-0.35753457435061436,-4.880933511526344,-2.0571703700336053,-0.40885934117618,0.5141999244049401,-3.6222053208459437,-1.804708599514265,-0.5950932400845571,-7.490663396433149,-0.7140276581393005,-0.00927494001322915,-0.020483326094138832,0.018225498937480378,-0.01001610937690256,0.006238398253599731,0.00745477360802127,0.007784436100696679,0.007691500394996886,0.004361747266226068,0.008581232570263886,-0.1483902565953873,0.011572065809299481,0.2046283922583232,-0.0016747693837010358,0.20876133162750188,0.2830522245360072,-0.040655948165560174,0.042376305713702656,-0.12310199538044042,-0.29439967309096643,0.1849568,-0.1097695,0.2,0.2914999,0.04061047,0.6,0.4411967,0.2046036,0.1193317,0.09267841,0.251046,5.58,4.898095,0.374,4.47,1.3594,7.53533,3.74,3.6273,3.63,5.23,3.56
94,1998-05-31,-0.3682477202913481,-4.904504111180319,-2.041557934202203,-0.39136618372866283,0.4935980780993647,-3.6005945392463645,-1.7838616971009145,-0.573969422730615,-7.467822393625766,-0.6933971493151527,-0.010713145940733748,-0.023570599653975677,0.015612435831402038,0.01749315744751717,-0.020601846305575433,0.021610781599579187,0.020846902413350632,0.021123817353942087,0.022841002807383326,0.020630508824147742,0.20984812270176775,-0.022199641800696668,-0.01726720979990537,-0.11792121149395607,0.02202010188081638,0.2546709789357271,-0.08985683302420044,0.09640051170096031,0.01665031429366426,-0.4082159032604803,0.1846154,0.3296703,0.3,0.1705162,-0.2064808,0.5,0.4941661,0.02552323,0.1191895,0.1851852,-0.09738453,5.59,5.02,0.374,4.49,1.5094,7.4881,3.7,3.6073,3.63,5.11,3.63
95,1998-06-30,-0.3821964811688101,-4.944000354786698,-2.069062869101448,-0.40205931497333147,0.5010176827749051,-3.610377225958979,-1.793724204537642,-0.5837786435045802,-7.476653565202088,-0.7034934726140896,-0.013948760877461996,-0.03949624360637838,-0.02750493489924466,-0.010693131244668641,0.0074196046755404255,-0.009782686712614286,-0.009862507436727563,-0.009809220773965177,-0.00883117157632185,-0.010096323298936838,0.02813951076811394,-0.4262303622889112,-0.2651229779890292,0.17458680831939333,-0.3939635456514981,-0.33355869727521625,0.01598911251329893,0.041650458602004004,0.012009976551579982,-0.2882966025912421,0.1228501,0.109529,-0.4,-0.2089137,0.1189556,-0.1,-0.09561535,0.07655014,0.1190476,0.09242144,-0.4177691,5.6,5.016818,0.374,4.2,1.8423,7.71396,3.65,3.5716,3.56,5.12,3.54
96,1998-07-31,-0.3966934157210406,-4.947250951083231,-2.0787162787402407,-0.4144909193154768,0.49694979823034263,-3.612808017162641,-1.796415280764249,-0.5864524418889824,-7.480101123396176,-0.7064088545431305,-0.0144969345522305,-0.003250596296533459,-0.009653409638792798,-0.012431604342145353,-0.004067884544562472,-0.002430791203662075,-0.0026910762266070254,-0.0026737983844021818,-0.003447558194088707,-0.00291538192904095,-0.14002507666064107,-0.3613102453998147,-0.1294369180589432,-0.05159301330965316,-0.3795498214711949,0.04702616029335438,-0.23939277662998037,0.17403639415241012,-0.07708874265483345,0.3176156142809935,0.1226994,0.0,-0.6,-0.2209816,-0.1344073,-0.4,0.2461034,-0.3314635,0.3567182,0.0,0.1957768,5.59,5.051363,0.374,4.11,1.9837,7.80622,3.62,3.5634,3.54,4.88,3.5
97,1998-08-31,-0.4282697607614278,-4.974524407083897,-2.0953394968326085,-0.4009884360810859,0.49115338796847013,-3.6068556186353455,-1.7902917259530202,-0.5804822749024785,-7.474777854531529,-0.7005199348893585,-0.0315763450403872,-0.027273456000665774,-0.016623218092367775,0.013502483234390905,-0.005796410261872498,0.005952398527295344,0.006123554811228837,0.0059701669865038776,0.005323268864647623,0.005888919653772029,-0.062242374877668316,0.24755133056737844,-0.21277121527450937,0.2000190540422121,0.36159693164389745,-0.3014459147163575,0.13094361779861718,-0.3133271214704648,0.033300413178402266,0.0864065724595009,0.122549,0.0,-0.1,-0.5128803,0.2847903,0.3,-0.3818876,0.06395498,-0.2369668,0.0923361,0.01395673,5.58,5.3055,0.374,4.19,1.7113,7.72824,3.53,3.5578,3.5,4.89,3.44
98,1998-09-30,-0.41989384476028535,-4.901419207118433,-2.0645309289440816,-0.3364722366212129,0.5201619047429776,-3.5567756134805992,-1.7399221672460794,-0.530039842689795,-7.425906008533195,-0.6507092978619776,0.008375916001142458,0.07310519996546372,0.030808567888526817,0.06451619945987302,0.029008516774507498,0.05008000515474631,0.05036955870694082,0.05044243221268352,0.04887184599833372,0.049810637027380866,-0.15067030434603423,0.8064624479767541,0.5279455392282284,-0.05560737261528764,0.31755700776238077,0.05340007627892929,0.09937489074170403,-0.16250178952937644,0.0037270869537726625,0.5142972879028445,0.122399,-0.2188184,0.8,0.4022652,-0.0797122,0.4,-0.04107339,-0.03834846,-0.2375297,0.0,0.8233324,5.41,5.600476,0.175,4.19,1.4631,7.46768,3.46,3.5374,3.49,4.97,3.35
99,1998-10-31,-0.43515335180998915,-4.796192117848372,-2.059175056818368,-0.29065265589661377,0.5273286958650049,-3.520756616719795,-1.703383525276628,-0.49353703362844853,-7.390773845305367,-0.6140498592012429,-0.015259507049703802,0.10522708927006086,0.0053558721257136455,0.04581958072459913,0.007166791122027227,0.036018996760804445,0.036538641969451335,0.03650280906134645,0.03513216322782764,0.03665943866073473,0.27660623396724493,0.24650325950186147,0.11198940404665159,-0.11097169969697618,-0.30023583366047946,0.1094742962254518,-0.08283702578471863,0.038599916778458865,0.050584690817996325,-0.1717675385503834,0.2444988,0.4385965,0.7,0.2139412,-0.01997138,0.0,0.01369675,-0.0511509,-0.1190476,0.1845018,0.2214533,5.21,5.275238,0.175,4.17,1.2273,7.22061,3.47,3.5555,3.57,4.53,3.32
100,1998-11-30,-0.43204212295861677,-4.789901337375844,-2.081190012213953,-0.32584453354612986,0.5074800335148941,-3.547027829873695,-1.7302740603740692,-0.5203996462002639,-7.417526346899517,-0.6402209747505402,0.003111228851372383,0.00629078047252829,-0.022014955395584845,-0.03519187764951609,-0.019848662350110735,-0.02627121315390024,-0.026890535097441104,-0.02686261257181538,-0.026752501594149436,-0.026171115549297297,0.046027550217680235,-0.40509784992829445,-0.2641940795551516,0.039194001808522394,0.04478908880726851,0.11678708348433542,0.10373735059152334,0.2354175613059052,0.11606174001317537,-0.23119023081262002,0.0,0.0,-0.1,-0.2522998,-0.1622176,0.1,-0.01369488,-0.06397134,0.0,0.09208103,0.0,5.24,5.147,0.175,3.79,1.4464,6.97448,3.56,3.5856,3.63,3.95,3.42
101,1998-12-31,-0.4339229809246487,-4.762779734170239,-2.088351727809592,-0.3077787741509034,0.5133025536408833,-3.53921867955953,-1.7224272544563977,-0.512703858777763,-7.410486229097657,-0.6321224787221706,-0.0018808579660319347,0.02712160320560475,-0.007161715595639162,0.018065759395226477,0.005822520125989161,0.00780915031416507,0.007846805917671507,0.007695787422500877,0.007040117801859758,0.00809849602836954,-0.24260625569356398,-0.324338664372088,0.01645974447104548,0.16897486704697895,0.28608213263395577,0.06381139915814371,0.2250715789126343,0.2374685274243955,0.08706252133652281,-0.13912906783085277,-0.06097561,-0.3275109,-0.4,-0.1595455,-0.02132702,0.3,-0.08218052,0.1024197,0.1191895,0.09199632,-0.2762049,5.14,5.002857,0.175,3.42,1.4233,6.46034,3.3,3.323,3.38,3.38,3.33
102,1999-01-31,-0.41831552008698425,-4.729950902885397,-2.0565310900967297,-0.3261332588260336,0.5006540684444942,-0.14764384191256227,-0.14764384191256227,-0.14764384191256227,-0.14764384191256227,-0.14764384191256227,0.015607460837664455,0.03282883128484215,0.031820637712862254,-0.018354484675130234,-0.012648485196389059,3.3915748376469677,1.5747834125438354,0.36506001686520073,7.262842387185095,0.48447863680960834,0.08196105123643227,-0.31876624807490384,-0.0009339033899715687,0.008580466681655297,-0.5895174867555963,2.3410524052027006,0.6690518203351145,-0.05618229628236587,4.661131017390683,0.27165687988252857,0.2440512,0.2190581,-0.5,0.03897572,0.204959,-0.4,0.3427005,-0.2813659,-0.1190476,0.09191176,0.05539399,4.89,5.0045,0.175,3.27,1.1656,5.92171,3.1321,3.1321,3.1321,3.1321,3.1321
103,1999-02-28,-0.4039305980162129,-4.75933572284784,-2.073574363401789,-0.3557144828436079,0.4871065371453978,-0.11359650658254063,-0.11359650658254063,-0.11359650658254063,-0.11359650658254063,-0.11359650658254063,0.014384922070771355,-0.02938481996244313,-0.01704327330505917,-0.029581224017574292,-0.013547531299096416,0.03404733533002165,0.03404733533002165,0.03404733533002165,0.03404733533002165,0.03404733533002165,0.10367596499306908,0.004559260453318892,0.01411274970091414,0.11813889242990705,0.13329168073513936,1.1919755061023374,0.7923547577346265,0.20367012584174798,2.484652322615046,0.5698475358232171,0.1217285,0.1092896,-0.4,-0.007792106,0.3379735,0.2,0.2185792,0.3078107,0.1191895,0.1836547,0.4982699,4.9,5.0335,0.074,3.14,1.15,5.53197,3.0934,3.0934,3.0934,3.0934,3.0934
104,1999-03-31,-0.41713013963866746,-4.783090404420363,-2.1058887116946843,-0.38253760346445975,0.4832282965738864,-0.08489246701796262,-0.08489246701796262,-0.08489246701796262,-0.08489246701796262,-0.08489246701796262,-0.01319954162245457,-0.02375468157252225,-0.03231434829289537,-0.026823120620851848,-0.0038782405715114265,0.02870403956457801,0.02870403956457801,0.02870403956457801,0.02870403956457801,0.02870403956457801,0.09695914627528734,0.2603275722975047,0.13363817203638373,-0.21972762175309263,0.3121909625192935,-0.18279016851360713,0.16258803815305953,-0.05026986184694077,-0.019865981846940745,0.34365554148639244,0.3039514,0.4366812,0.1,0.3779466,0.1045501,0.5,0.08178844,0.3324383,0.0,0.1833181,0.8676491,4.91,5.057391,0.074,3.13,1.1984,5.42287,3.0467,3.0467,3.0467,3.0467,3.0467
105,1999-04-30,-0.3975001384538675,-4.785592440248355,-2.119779419034284,-0.403529903473654,0.47555071567485213,-0.06775210205081852,-0.06775210205081852,-0.06775210205081852,-0.06775210205081852,-0.06775210205081852,0.01963000118479996,-0.002502035827992799,-0.01389070733959974,-0.02099230000919422,-0.007677580899034253,0.017140364967144092,0.017140364967144092,0.017140364967144092,0.017140364967144092,0.017140364967144092,-0.15393974641761826,0.08079191559049725,-0.3388678523240314,-0.4021846735464133,-0.24936630078985994,-0.16783779016704428,-0.34846864350037765,-0.04422974350037795,-0.2613019101670446,-0.6316266435003781,0.7272727,0.5434783,0.5,0.2212561,0.1668214,0.5,0.3813675,0.2803619,0.4761905,0.2744739,0.2184599,4.88,4.716667,0.074,2.87,0.9313,5.31773,2.6965,2.6965,2.6965,2.6965,2.6965
106,1999-05-31,-0.37918957669590175,-4.804016946364203,-2.1333613836692664,-0.41065163479546446,0.47958260402605885,-0.06109509935981083,-0.06109509935981083,-0.06109509935981083,-0.06109509935981083,-0.06109509935981083,0.01831056175796575,-0.01842450611584745,-0.013581964634982402,-0.007121731321810487,0.004031888351206714,0.006657002691007698,0.006657002691007698,0.006657002691007698,0.006657002691007698,0.006657002691007698,0.1799160415669104,0.13062435064677125,0.25684405446347847,0.09197327911572817,0.14387009860112643,0.31710137678305345,0.15809815011638678,0.1951626567830531,0.32295002344971985,0.010021796783053032,0.0,0.2162162,0.0,0.1897827,-0.2243485,0.2,0.1763908,0.01270809,0.0,0.1824818,0.02724796,4.92,4.6155,0.033,2.92,0.9112,5.34875,2.579,2.579,2.579,2.579,2.579
107,1999-06-30,-0.38492220687683504,-4.793511090106796,-2.1408305771400555,-0.43009267793289463,0.46687373623680783,-0.03700672562909574,-0.03700672562909574,-0.03700672562909574,-0.03700672562909574,-0.03700672562909574,-0.005732630180933285,0.01050585625740652,-0.007469193470789115,-0.01944104313743017,-0.01270886778925101,0.02408837373071509,0.02408837373071509,0.02408837373071509,0.02408837373071509,0.02408837373071509,0.13530763379869964,-0.12338003120034458,0.19383758280781271,0.324459194134443,-0.06470438240909843,-0.051633816615853756,0.15454116671747958,0.1809609167174793,0.10838358338414597,-0.0754454699491875,0.0,0.2157497,-0.3,0.1468996,0.1172908,-0.1,-0.1896248,-0.01270648,0.1184834,0.0,-0.3813675,5.13,4.815454,0.042,2.97,1.0,5.22114,2.6267,2.6267,2.6267,2.6267,2.6267
108,1999-07-31,-0.398104753701872,-4.781896954433961,-2.1333495397484548,-0.4365761031332171,0.4543187623255526,-0.036331929247390204,-0.036331929247390204,-0.036331929247390204,-0.036331929247390204,-0.036331929247390204,-0.013182546825036945,0.011614135672835424,0.0074810373916007755,-0.006483425200322468,-0.012554973911255207,0.0006747963817055336,0.0006747963817055336,0.0006747963817055336,0.0006747963817055336,0.0006747963817055336,-0.21172587461033576,-0.35598349079897496,-0.6010862728958624,-0.15879128451269164,-0.5131678052039206,-0.08815487783529098,-0.36999608116862437,0.08400518883137537,-0.07076007783529127,-0.14696189783529146,0.3008423,0.2152853,-0.4,-0.4361924,0.02533047,-0.4,0.149274,-0.26687,0.4733728,0.2732241,-0.1093793,5.24,4.792857,0.047,3.01,0.91,5.16688,2.6765,2.6765,2.6765,2.6765,2.6765
109,1999-08-31,-0.40092146805829176,-4.729392886865041,-2.1112914067518873,-0.41164596718324553,0.47362207476844653,-0.058740495022600085,-0.058740495022600085,-0.058740495022600085,-0.058740495022600085,-0.058740495022600085,-0.0028167143564197805,0.05250406756892012,0.022058132996567448,0.024930135949971566,0.019303312442893905,-0.02240856577520988,-0.02240856577520988,-0.02240856577520988,-0.02240856577520988,-0.02240856577520988,-0.06642235851262551,0.41252019027022513,0.05394280112824523,0.23717169223320683,0.31566331699151084,-0.1422518783895711,0.12922234827709556,-0.3502104783895714,-0.10492503172290475,0.45417772161042835,0.239952,0.2148228,0.3,0.0,0.4949106,0.3,-0.1219512,0.1656473,-0.1177856,0.09082652,0.5474952,5.41,4.924762,0.031,3.0,0.91,5.25409,2.695,2.695,2.695,2.695,2.695
110,1999-09-30,-0.3900807060644171,-4.671661798600202,-2.1073484949328436,-0.42278098587339574,0.48532318335356767,-0.048504409059615054,-0.048504409059615054,-0.048504409059615054,-0.048504409059615054,-0.048504409059615054,0.010840761993874681,0.057731088264838526,0.003942911819043715,-0.011135018690150211,0.011701108585121134,0.010236085962985031,0.010236085962985031,0.010236085962985031,0.010236085962985031,0.010236085962985031,-0.06162419678955694,0.15041671469953233,0.48946995221155176,-0.1855080904767763,0.10866314320437861,-0.003947164616412979,0.004439002050253715,-0.4153126312830799,-0.13990890461641328,0.022968468716919918,0.4787552,0.3215434,0.3,0.7094948,0.1888864,0.3,0.2170669,0.1653734,-0.2358491,0.1814882,0.4628369,5.5,4.830476,0.021,3.05,0.87,5.4107,2.7267,2.7267,2.7267,2.7267,2.7267
111,1999-10-31,-0.39041914990289317,-4.663108850908538,-2.097919762925609,-0.3985076275406656,0.5051294312211096,-0.06821923897714385,-0.06821923897714385,-0.06821923897714385,-0.06821923897714385,-0.06821923897714385,-0.00033844383847608794,0.008552947691664592,0.009428732007234597,0.024273358332730144,0.019806247867541982,-0.0197148299175288,-0.0197148299175288,-0.0197148299175288,-0.0197148299175288,-0.0197148299175288,0.016274824772307406,0.07872952788272247,-0.03145347472216242,-0.09566171240822996,-0.1291115985599317,0.16926277537597612,0.042712528709309444,0.1497953753759757,0.2614936353759758,-0.17185748462402434,0.1786778,0.1068376,0.2,0.1154912,-0.0009757176,-0.1,0.135373,0.06350013,-0.1182033,0.3623188,0.08130081,6.13,5.014,0.058,3.23,1.79,6.02564,3.3757,3.3757,3.3757,3.3757,3.3757
